year,zone,meet_id,event_id,event_name,event_key,threshold_score,event_sort,source_url
2026,D,12882,30490,Group B Girls 1m (14-15),Group B Girls 1M,182.006,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12882_30490
2026,D,12882,30495,Group B Girls 3m (14-15),Group B Girls 3M,177.395,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12882_30495
2026,D,12882,30615,Group B Boys 1m (14-15),Group B Boys 1M,201.022,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12882_30615
2026,D,12882,30620,Group B Boys 3m (14-15),Group B Boys 3M,217.289,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12882_30620
2026,E,12881,30520,Group A Girls 1m (16-18),Group A Girls 1M,274.281,19,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30520
2026,E,12881,30525,Group A Girls 3m (16-18),Group A Girls 3M,284.567,19,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30525
2026,E,12881,30645,Group A Boys 1m (16-18),Group A Boys 1M,291.031,20,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30645
2026,E,12881,30650,Group A Boys 3m (16-18),Group A Boys 3M,269.381,20,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30650
2026,E,12881,30490,Group B Girls 1m (14-15),Group B Girls 1M,182.006,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30490
2026,E,12881,30495,Group B Girls 3m (14-15),Group B Girls 3M,177.395,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30495
2026,E,12881,30615,Group B Boys 1m (14-15),Group B Boys 1M,201.022,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30615
2026,E,12881,30620,Group B Boys 3m (14-15),Group B Boys 3M,217.289,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12881_30620
2026,F,12883,30520,Group A Girls 1m (16-18),Group A Girls 1M,274.281,19,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30520
2026,F,12883,30525,Group A Girls 3m (16-18),Group A Girls 3M,284.567,19,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30525
2026,F,12883,30645,Group A Boys 1m (16-18),Group A Boys 1M,291.031,20,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30645
2026,F,12883,30650,Group A Boys 3m (16-18),Group A Boys 3M,269.381,20,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30650
2026,F,12883,30490,Group B Girls 1m (14-15),Group B Girls 1M,182.006,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30490
2026,F,12883,30495,Group B Girls 3m (14-15),Group B Girls 3M,177.395,29,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30495
2026,F,12883,30615,Group B Boys 1m (14-15),Group B Boys 1M,201.022,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30615
2026,F,12883,30620,Group B Boys 3m (14-15),Group B Boys 3M,217.289,30,https://new.divemeets.com/QualificationLists/USADivingJOZones_2026/ShowQualifiers/12883_30620
2024,ALL,,,Group D Girls 1m (11 & Under),Group D Girls 1M,112.125,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group D Girls 3m (11 & Under),Group D Girls 3M,110.631,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group D Boys 1m (11 & Under),Group D Boys 1M,101.137,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group D Boys 3m (11 & Under),Group D Boys 3M,122.306,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group C Girls 1m (12-13),Group C Girls 1M,151.206,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group C Girls 3m (12-13),Group C Girls 3M,146.118,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group C Boys 1m (12-13),Group C Boys 1M,150.5,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group C Boys 3m (12-13),Group C Boys 3M,164.035,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group B Girls 1m (14-15),Group B Girls 1M,199.583,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group B Girls 3m (14-15),Group B Girls 3M,184.421,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group B Boys 1m (14-15),Group B Boys 1M,185.307,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group B Boys 3m (14-15),Group B Boys 3M,195.631,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group A Girls 1m (16-18),Group A Girls 1M,291.806,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group A Girls 3m (16-18),Group A Girls 3M,308.344,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group A Boys 1m (16-18),Group A Boys 1M,307.437,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2024,ALL,,,Group A Boys 3m (16-18),Group A Boys 3M,314.575,,https://usadiving.sharepoint.com/Shared%20Documents/Events/2020-2025/2024/Regionals/2024%20Zone%20Qualifiers.xlsx
2026,EWC,,,Group A Boys 1m (16-18),Group A Boys 1M,403.85,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group A Boys 3m (16-18),Group A Boys 3M,425.85,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group A Boys Platform (16-18),Group A Boys Platform,356.517,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group A Girls 1m (16-18),Group A Girls 1M,340.65,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group A Girls 3m (16-18),Group A Girls 3M,376.9,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group A Girls Platform (16-18),Group A Girls Platform,318.1,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Boys 1m (14-15),Group B Boys 1M,303.85,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Boys 3m (14-15),Group B Boys 3M,333.467,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Boys Platform (14-15),Group B Boys Platform,273,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Girls 1m (14-15),Group B Girls 1M,278.383,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Girls 3m (14-15),Group B Girls 3M,294.083,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group B Girls Platform (14-15),Group B Girls Platform,245.883,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Boys 1m (12-13),Group C Boys 1M,236.883,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Boys 3m (12-13),Group C Boys 3M,236,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Boys Platform (12-13),Group C Boys Platform,169.217,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Girls 1m (12-13),Group C Girls 1M,234,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Girls 3m (12-13),Group C Girls 3M,243.317,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group C Girls Platform (12-13),Group C Girls Platform,185.667,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Boys 1m (11 & Under),Group D Boys 1M,146.95,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Boys 3m (11 & Under),Group D Boys 3M,147.95,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Boys Platform (11 & Under),Group D Boys Platform,155.85,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Girls 1m (11 & Under),Group D Girls 1M,164.233,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Girls 3m (11 & Under),Group D Girls 3M,170.533,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,EWC,,,Group D Girls Platform (11 & Under),Group D Girls Platform,143.983,,USA Diving 2026 E/W/C 3rd-place averages (Art. 303(b)(3)(ii)); claude/junior-audit-3rd-place-averages.md
2026,Z18,,,Group A Boys 1m (16-18),Group A Boys 1M,313.95,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group A Boys 3m (16-18),Group A Boys 3M,310.775,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group A Boys Platform (16-18),Group A Boys Platform,231.008,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group A Girls 1m (16-18),Group A Girls 1M,284.1,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group A Girls 3m (16-18),Group A Girls 3M,305.825,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group A Girls Platform (16-18),Group A Girls Platform,226.317,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Boys 1m (14-15),Group B Boys 1M,217.533,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Boys 3m (14-15),Group B Boys 3M,208.917,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Boys Platform (14-15),Group B Boys Platform,193.983,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Girls 1m (14-15),Group B Girls 1M,215.55,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Girls 3m (14-15),Group B Girls 3M,219.975,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group B Girls Platform (14-15),Group B Girls Platform,169.292,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Boys 1m (12-13),Group C Boys 1M,166.267,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Boys 3m (12-13),Group C Boys 3M,176.2,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Boys Platform (12-13),Group C Boys Platform,169.933,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Girls 1m (12-13),Group C Girls 1M,148.35,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Girls 3m (12-13),Group C Girls 3M,156.35,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group C Girls Platform (12-13),Group C Girls Platform,130.792,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Boys 1m (11 & Under),Group D Boys 1M,106.242,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Boys 3m (11 & Under),Group D Boys 3M,126.208,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Boys Platform (11 & Under),Group D Boys Platform,131.04,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Girls 1m (11 & Under),Group D Girls 1M,115.242,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Girls 3m (11 & Under),Group D Girls 3M,105.992,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2026,Z18,,,Group D Girls Platform (11 & Under),Group D Girls Platform,133.7,,USA Diving Team Site: Events/2026/Junior Season/Zones/2028 Zone 18th Pl. Avg. Scores.xlsx (2026 values; file name says 2028)
2025,ALL,,,Group A Boys 1m (16-18),Group A Boys 1M,305.2,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group A Boys 3m (16-18),Group A Boys 3M,306.914,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group A Girls 1m (16-18),Group A Girls 1M,280.1,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group A Girls 3m (16-18),Group A Girls 3M,287.867,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group B Boys 1m (14-15),Group B Boys 1M,203.456,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group B Boys 3m (14-15),Group B Boys 3M,202.656,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group B Girls 1m (14-15),Group B Girls 1M,185.641,,DiveMeets 2025 zone qualifier page (qualify-2025-summer-JO-new.php) - published Qualifying Score
2025,ALL,,,Group B Girls 3m (14-15),Group B Girls 3M,185.742,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group C Boys 1m (12-13),Group C Boys 1M,150.345,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group C Boys 3m (12-13),Group C Boys 3M,175.77,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group C Girls 1m (12-13),Group C Girls 1M,153.188,,DiveMeets 2025 zone qualifier page (qualify-2025-summer-JO-new.php) - published Qualifying Score
2025,ALL,,,Group C Girls 3m (12-13),Group C Girls 3M,152.894,,DiveMeets 2025 zone qualifier page (qualify-2025-summer-JO-new.php) - published Qualifying Score
2025,ALL,,,Group D Boys 1m (11 & Under),Group D Boys 1M,100.906,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group D Boys 3m (11 & Under),Group D Boys 3M,113.645,,Recomputed by DiveMeets' published method (15th-place scores from each region; drop any outside 1 SD; re-average) from core.event_results; method reproduces the 5 published 2025 values and 15 of 16 2024 values
2025,ALL,,,Group D Girls 1m (11 & Under),Group D Girls 1M,103.056,,DiveMeets 2025 zone qualifier page (qualify-2025-summer-JO-new.php) - published Qualifying Score
2025,ALL,,,Group D Girls 3m (11 & Under),Group D Girls 3M,117.435,,DiveMeets 2025 zone qualifier page (qualify-2025-summer-JO-new.php) - published Qualifying Score
