meet_id,event_id,result_set_id,sheet_key,diver_id,diver_name,team_name,team_id,nat,place,posted_score,phase_score_from_dives,phase_dive_count,phase_dd_sum,score_delta_posted_minus_phase,score_is_cumulative,score_analysis_mode,meet_name,meet_year,competition_family,competition_group,ncaa_division,gender,discipline,event_level,age_group,event_round,round_stage,is_synchronized,source_system,ncaa_women_springboard_raw_6_dive_score,ncaa_women_springboard_5cat_score,ncaa_women_springboard_5cat_dd_sum,ncaa_women_springboard_repeated_category,ncaa_women_springboard_dropped_dive_number,ncaa_women_springboard_dropped_dive_score,ncaa_women_springboard_adjustment_status,ncaa_women_springboard_adjustment_note
12068,570,1,1764556056,69429,Evelyn Wang,McCormick Divers,1041,,11.0,233.4,233.4,5,14.1,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1765464020,38273,Ryane Neal,Badger Diving Academy,9954,,12.0,223.9,223.9,5,13.4,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1765401680,170485,Ally Jackson,Dallas Metroplex Diving,8037,,13.0,208.9,208.9,5,13.8,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764204959,54075,Mary Kate Cavanaugh,Johansen Diving Academy,8404,,14.0,204.45,204.45,5,13.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764597880,74809,Chloe Brothers,Unattached,,,15.0,199.25,199.25,5,13.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764456125,61652,Sophia Narbut,Stanford Diving,1054,,16.0,190.45,190.45,5,13.7,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764911443,68858,Jazzlyn Vaughan,Longhorn Aquatics,1333,,17.0,188.8,188.8,5,14.001,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1765400872,47527,Elizabeth Bircher,Longhorn Aquatics,1333,,18.0,187.35,187.35,5,13.603,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764595196,48153,Juliet Radich,Coral Springs Diving,5526,,19.0,186.95,186.95,5,14.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764612006,67336,Mia Henninger,Unattached,,,20.0,184.9,184.9,5,14.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1765401023,81074,Riley Steinhilber,Sun Devil Divers,1018,,21.0,167.4,167.4,5,13.4,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764089310,56646,Samantha Keith,Alpha Diving Club,8008,,22.0,166.9,166.9,5,14.3,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764618430,161601,Mariana Osorio Mendoza,Pitt Aquatic Club,1294,,,249.9,249.9,5,15.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764620864,169548,Emily Hallifax,War Eagle Dive Club,9748,,,225.95,225.95,5,15.1,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764560221,80292,Kelsey Clairmont,Unattached,,,,202.55,202.55,5,13.4,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,1,1764625197,74365,Jessica Vega,Pitt Aquatic Club,1294,,,184.8,184.8,5,14.2,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,570,9,1764612889,65301,ElliReese Niday,City of Midland,1317,,1.0,754.85,395.75,5,14.9,359.1,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764031255,64569,Ella Roselli,Johansen Diving Academy,8404,,2.0,649.5,316.8,5,15.4,332.7,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764454054,67814,Bayleigh Cranford,The University of Texas,4141,,3.0,643.7,336.8,5,16.1,306.90000000000003,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764548585,26319,Sophia McAfee,Purdue Diving,7215,,4.0,545.3,267.8,5,15.1,277.49999999999994,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764361177,52300,Kayleigh Clark,Unattached,,,5.0,543.8,275.6,5,15.4,268.19999999999993,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1765401794,69447,Lindyn Johnson,City of Midland,1317,,6.0,504.9,246.1,5,13.0,258.79999999999995,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1765160937,35987,Zara Joy Ayazi,Unattached,,,7.0,499.95,250.75,5,14.0,249.2,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1765054588,53351,Emilie Moore,Unattached,,,8.0,471.95,236.7,5,15.1,235.25,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764204959,54075,Mary Kate Cavanaugh,Johansen Diving Academy,8404,,9.0,446.45,242.0,5,13.9,204.45,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1765464020,38273,Ryane Neal,Badger Diving Academy,9954,,10.0,443.95,220.05,5,13.4,223.9,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764556056,69429,Evelyn Wang,McCormick Divers,1041,,11.0,443.35,209.95,5,14.1,233.40000000000003,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764456125,61652,Sophia Narbut,Stanford Diving,1054,,12.0,412.0,221.55,5,13.7,190.45,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1765401680,170485,Ally Jackson,Dallas Metroplex Diving,8037,,13.0,408.0,199.1,5,13.8,208.9,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,570,9,1764618430,161601,Mariana Osorio Mendoza,Pitt Aquatic Club,1294,,,495.5,245.6,5,15.0,249.9,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Female,Platform,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,1,1763909760,23733,Maxwell Flory,Miami Diving,1090,,1.0,413.15,413.15,6,21.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764370770,44506,Quentin Henninger,Unattached,,,2.0,404.85,404.85,6,19.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1762968370,38444,Jack Ryan,Stanford Diving,1054,,3.0,398.3,398.3,6,21.1,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764541612,80186,Andrew Bell,RipFest,5532,,4.0,379.0,379.0,6,21.6,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764352887,38973,Carson Tyler,Johansen Diving Academy,8404,,5.0,374.6,374.6,6,20.6,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764589151,65361,Collier Dyer,Unattached,,,6.0,368.45,368.45,6,21.6,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764569864,41791,Nathaniel Grannis,Dominion Dive Club,2423,,7.0,365.7,365.7,6,20.2,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764039090,45619,Joshua Sollenberger,Johansen Diving Academy,8404,,8.0,365.4,365.4,6,20.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764619679,59909,Luke Sitz,Unattached,,,9.0,363.05,363.05,6,20.6,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764113542,40067,Maxwell Weinrich,Johansen Diving Academy,8404,,10.0,361.45,361.45,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764616045,56428,Luke Hernandez,Unattached,,,11.0,347.5,347.5,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764611128,36042,Bennett Greene,University of Tennessee,1310,,12.0,345.5,345.5,6,19.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764617613,65220,Thomas Ciprick,University of Tennessee,1310,,13.0,331.65,331.65,6,19.8,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764041531,43139,Aiden Sadler,Unattached,,,14.0,329.75,329.75,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764802142,42787,Nicholas Stone,University of Tennessee,1310,,15.0,325.3,325.3,6,18.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764612622,64745,Andrew Bennett,Unattached,,,16.0,324.85,324.85,6,19.4,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764113556,40195,Dash Glasberg,Johansen Diving Academy,8404,,17.0,313.35,313.35,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764549185,34255,Joshua Thai,Unattached,,,18.0,312.15,312.15,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764907438,49540,Luca Fassi,Unattached,,,19.0,312.05,312.05,6,18.6,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764483114,46629,Zachary Welsh,Purdue Diving,7215,,20.0,309.65,309.65,6,20.2,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764362268,67038,Hayden Schroeder,Unattached,,,21.0,308.15,308.15,6,18.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764615199,38250,Harrison Nolan,Windy City Diving,3596,,22.0,304.75,304.75,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764286674,63011,Gunnar Grubbs,Stanford Diving,1054,,23.0,300.35,300.35,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764598349,77196,Ethan Swart,War Eagle Dive Club,9748,,24.0,294.6,294.6,6,19.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1765502351,46750,Grant Schneider,Unattached,,,25.0,294.3,294.3,6,18.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764617152,51214,Owen Redfearn,University of Tennessee,1310,,26.0,292.95,292.95,6,18.5,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764550323,27957,Lyle Yost,American Flyers Diving,1266,,27.0,285.45,285.45,5,17.8,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764441414,63306,Thibault Lede,Dominion Dive Club,2423,,28.0,282.1,282.1,6,18.313,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1763574606,50150,Mikolas Schwickert,Clavadistas del Sol,1015,,29.0,278.95,278.95,6,18.0,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764363867,61205,Noah Turner,Unattached,,,30.0,278.8,278.8,6,19.1,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764518377,43606,Holden Higbie,Unattached,,,31.0,276.65,276.65,6,20.2,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1765471562,46196,Talan Blackmon,Unattached,,,32.0,267.95,267.95,6,20.7,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764616549,56651,Colby Novick,Carolina Diving Academy,2502,,33.0,263.0,263.0,6,17.4,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1765467859,73432,Lucas Gerten,Unattached,,,34.0,258.35,258.35,5,15.1,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764618803,174093,Matteo Santoro,University of Miami,1102,,,380.8,380.8,6,19.7,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764615553,65245,Mohamed Farouk,University of Miami,1102,,,353.25,353.25,6,20.2,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,1,1764622817,170659,Jake Passmore,University of Miami,1102,,,332.9,332.9,6,18.9,0.0,False,Posted score equals phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Prelim / Quarterfinal,Prelim,False,,,,,,,,not_applicable,
12068,1120,9,1764370770,44506,Quentin Henninger,Unattached,,,1.0,836.35,431.5,6,20.2,404.85,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1762968370,38444,Jack Ryan,Stanford Diving,1054,,2.0,806.35,408.05,6,21.1,398.3,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764619679,59909,Luke Sitz,Unattached,,,3.0,800.55,437.5,6,20.6,363.05,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1763909760,23733,Maxwell Flory,Miami Diving,1090,,4.0,795.05,381.9,6,21.0,413.15,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764352887,38973,Carson Tyler,Johansen Diving Academy,8404,,5.0,779.6,405.0,6,20.6,374.6,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764616045,56428,Luke Hernandez,Unattached,,,6.0,742.4,394.9,6,18.5,347.5,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764039090,45619,Joshua Sollenberger,Johansen Diving Academy,8404,,7.0,722.15,356.75,6,20.4,365.4,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764113542,40067,Maxwell Weinrich,Johansen Diving Academy,8404,,8.0,713.55,352.1,6,18.5,361.44999999999993,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
12068,1120,9,1764589151,65361,Collier Dyer,Unattached,,,9.0,703.7,335.25,6,21.6,368.4500000000001,True,Posted score differs from phase score,2025 USA Diving Winter Nationals,2025,USA Diving,USA Diving Winter Nationals,,Male,3m,Senior,Senior,Final,Final,False,,,,,,,,not_applicable,
